pair_id,comparison_kind,dataset_release,subject_index_a,subject_id_a,subject_index_b,subject_id_b,canonical_finger,hand,finger_name,capture_type_a,capture_type_b,nominal_ppi_a,nominal_ppi_b,relative_path_a,relative_path_b,sha256_a,sha256_b,source_frgp_a,source_frgp_b,image_status_a,image_status_b,pair_status,source_pair_id
RSELF_00001018_F01,roll_self,sd300c,2,00001018,2,00001018,1,right,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_01.png,sd300c/images/2000/png/roll/00001018_roll_2000_01.png,852d114a4b45b12c141a547ab21536f28c33386416e4875ff1066f98335b4802,852d114a4b45b12c141a547ab21536f28c33386416e4875ff1066f98335b4802,1,1,valid_core_candidate,valid_core_candidate,valid,G_00001018_F01
RSELF_00001018_F02,roll_self,sd300c,2,00001018,2,00001018,2,right,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_02.png,sd300c/images/2000/png/roll/00001018_roll_2000_02.png,51819d0f28a96b4045a4254ac8e1cb436d4bfde4ca5385065f0cb2d9832c93cd,51819d0f28a96b4045a4254ac8e1cb436d4bfde4ca5385065f0cb2d9832c93cd,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001018_F02
RSELF_00001018_F03,roll_self,sd300c,2,00001018,2,00001018,3,right,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_03.png,sd300c/images/2000/png/roll/00001018_roll_2000_03.png,9c708f509b17c2fb677da24a2fc55669050791328832ffe6006ad9fb61e9da06,9c708f509b17c2fb677da24a2fc55669050791328832ffe6006ad9fb61e9da06,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001018_F03
RSELF_00001018_F04,roll_self,sd300c,2,00001018,2,00001018,4,right,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_04.png,sd300c/images/2000/png/roll/00001018_roll_2000_04.png,1d564f2f3435a08ac59ca6d763c0a1f003a0ea0600b76f9bce8bc6cd498c7b10,1d564f2f3435a08ac59ca6d763c0a1f003a0ea0600b76f9bce8bc6cd498c7b10,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001018_F04
RSELF_00001018_F05,roll_self,sd300c,2,00001018,2,00001018,5,right,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_05.png,sd300c/images/2000/png/roll/00001018_roll_2000_05.png,b5cf78e1133a2141265d87ef367c784b7547f0f9e96fe375f5cf4bc183570a96,b5cf78e1133a2141265d87ef367c784b7547f0f9e96fe375f5cf4bc183570a96,5,5,valid_core_candidate,valid_core_candidate,valid,G_00001018_F05
RSELF_00001018_F06,roll_self,sd300c,2,00001018,2,00001018,6,left,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_06.png,sd300c/images/2000/png/roll/00001018_roll_2000_06.png,53f8a77b7a3d3140708ed79a635a8b533a0645d7f5f20b83523589c5cde9dd00,53f8a77b7a3d3140708ed79a635a8b533a0645d7f5f20b83523589c5cde9dd00,6,6,valid_core_candidate,valid_core_candidate,valid,G_00001018_F06
RSELF_00001018_F07,roll_self,sd300c,2,00001018,2,00001018,7,left,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_07.png,sd300c/images/2000/png/roll/00001018_roll_2000_07.png,700c4b45fbee334138a09d42ecea00e8d400d9a1866b52fa3189755233fc41fc,700c4b45fbee334138a09d42ecea00e8d400d9a1866b52fa3189755233fc41fc,7,7,valid_core_candidate,valid_core_candidate,valid,G_00001018_F07
RSELF_00001018_F08,roll_self,sd300c,2,00001018,2,00001018,8,left,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_08.png,sd300c/images/2000/png/roll/00001018_roll_2000_08.png,d6a3ccf274965fd7c0fafa1f2d340bdc0347c20e852b7836fa6ad7de10455077,d6a3ccf274965fd7c0fafa1f2d340bdc0347c20e852b7836fa6ad7de10455077,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001018_F08
RSELF_00001018_F09,roll_self,sd300c,2,00001018,2,00001018,9,left,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_09.png,sd300c/images/2000/png/roll/00001018_roll_2000_09.png,6201dc84e7f6146b0178ac57069ce78205f530b30ae5757f32eaa5b9c3cd24a3,6201dc84e7f6146b0178ac57069ce78205f530b30ae5757f32eaa5b9c3cd24a3,9,9,valid_core_candidate,valid_core_candidate,valid,G_00001018_F09
RSELF_00001018_F10,roll_self,sd300c,2,00001018,2,00001018,10,left,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001018_roll_2000_10.png,sd300c/images/2000/png/roll/00001018_roll_2000_10.png,c37dbbb682ae3557c5c81b4950cc0ce39ec2700c3ea9c57e543ac895d0e87f01,c37dbbb682ae3557c5c81b4950cc0ce39ec2700c3ea9c57e543ac895d0e87f01,10,10,valid_core_candidate,valid_core_candidate,valid,G_00001018_F10
RSELF_00001020_F01,roll_self,sd300c,3,00001020,3,00001020,1,right,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_01.png,sd300c/images/2000/png/roll/00001020_roll_2000_01.png,c1278d07f9600db8c915bfb1f3c3a342c1706c32306d1ca4b30295e75a0783c6,c1278d07f9600db8c915bfb1f3c3a342c1706c32306d1ca4b30295e75a0783c6,1,1,valid_core_candidate,valid_core_candidate,valid,G_00001020_F01
RSELF_00001020_F02,roll_self,sd300c,3,00001020,3,00001020,2,right,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_02.png,sd300c/images/2000/png/roll/00001020_roll_2000_02.png,a85620ca2d5ef48847f6cff4d00d0df3b2a88cf50d43cd1cbfcd36babe64932f,a85620ca2d5ef48847f6cff4d00d0df3b2a88cf50d43cd1cbfcd36babe64932f,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001020_F02
RSELF_00001020_F03,roll_self,sd300c,3,00001020,3,00001020,3,right,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_03.png,sd300c/images/2000/png/roll/00001020_roll_2000_03.png,993cf6f3244b03ae8a9f2e12f35f6a5e1f597abac17513248d915968d20fc494,993cf6f3244b03ae8a9f2e12f35f6a5e1f597abac17513248d915968d20fc494,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001020_F03
RSELF_00001020_F04,roll_self,sd300c,3,00001020,3,00001020,4,right,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_04.png,sd300c/images/2000/png/roll/00001020_roll_2000_04.png,2b9a2bcc51083e6696347aaaf3ed97c8e42ec9ee36688efd74c512bf2a9b57c5,2b9a2bcc51083e6696347aaaf3ed97c8e42ec9ee36688efd74c512bf2a9b57c5,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001020_F04
RSELF_00001020_F05,roll_self,sd300c,3,00001020,3,00001020,5,right,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_05.png,sd300c/images/2000/png/roll/00001020_roll_2000_05.png,f7f6893411b160984c7d07e63e5fa21f10ecdc197c6bd609054ad933eda68050,f7f6893411b160984c7d07e63e5fa21f10ecdc197c6bd609054ad933eda68050,5,5,valid_core_candidate,valid_core_candidate,valid,G_00001020_F05
RSELF_00001020_F06,roll_self,sd300c,3,00001020,3,00001020,6,left,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_06.png,sd300c/images/2000/png/roll/00001020_roll_2000_06.png,4cc2f26ca24ca8b671d31be6d659019db5060d3ad8463afd58ee6125b3d629eb,4cc2f26ca24ca8b671d31be6d659019db5060d3ad8463afd58ee6125b3d629eb,6,6,valid_core_candidate,valid_core_candidate,valid,G_00001020_F06
RSELF_00001020_F07,roll_self,sd300c,3,00001020,3,00001020,7,left,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_07.png,sd300c/images/2000/png/roll/00001020_roll_2000_07.png,50c1a749b869acafa0c2b2bd0a4c50c5a256330732c15eaf29d3757a03a8cb9d,50c1a749b869acafa0c2b2bd0a4c50c5a256330732c15eaf29d3757a03a8cb9d,7,7,valid_core_candidate,valid_core_candidate,valid,G_00001020_F07
RSELF_00001020_F08,roll_self,sd300c,3,00001020,3,00001020,8,left,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_08.png,sd300c/images/2000/png/roll/00001020_roll_2000_08.png,5400ea6ca06c391fba0af7edaba0a13dd98a1a55399b429d547b12482984dd05,5400ea6ca06c391fba0af7edaba0a13dd98a1a55399b429d547b12482984dd05,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001020_F08
RSELF_00001020_F09,roll_self,sd300c,3,00001020,3,00001020,9,left,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_09.png,sd300c/images/2000/png/roll/00001020_roll_2000_09.png,6df705ec87c6690efb0f40a050fe8686ae0d71342e9709bb90e93a18cb513370,6df705ec87c6690efb0f40a050fe8686ae0d71342e9709bb90e93a18cb513370,9,9,valid_core_candidate,valid_core_candidate,valid,G_00001020_F09
RSELF_00001020_F10,roll_self,sd300c,3,00001020,3,00001020,10,left,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001020_roll_2000_10.png,sd300c/images/2000/png/roll/00001020_roll_2000_10.png,01551e38b38725f876307535d4d0c98bdb22ebfd6d3dda9007c2cb3b77f604c2,01551e38b38725f876307535d4d0c98bdb22ebfd6d3dda9007c2cb3b77f604c2,10,10,valid_core_candidate,valid_core_candidate,valid,G_00001020_F10
RSELF_00001054_F01,roll_self,sd300c,4,00001054,4,00001054,1,right,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_01.png,sd300c/images/2000/png/roll/00001054_roll_2000_01.png,bcf0d9fbc2a0c1058c2236b80aa78f84c7f2873c526fa74d008506285363d6a7,bcf0d9fbc2a0c1058c2236b80aa78f84c7f2873c526fa74d008506285363d6a7,1,1,valid_core_candidate,valid_core_candidate,valid,G_00001054_F01
RSELF_00001054_F02,roll_self,sd300c,4,00001054,4,00001054,2,right,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_02.png,sd300c/images/2000/png/roll/00001054_roll_2000_02.png,8af3402a71e17750955f594495e92a970b29d1f507c8b568484ec5e818350083,8af3402a71e17750955f594495e92a970b29d1f507c8b568484ec5e818350083,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001054_F02
RSELF_00001054_F03,roll_self,sd300c,4,00001054,4,00001054,3,right,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_03.png,sd300c/images/2000/png/roll/00001054_roll_2000_03.png,871b3f1b10d40c10212a74c2038124e6b84d46b329d64b7e278f233ac800316f,871b3f1b10d40c10212a74c2038124e6b84d46b329d64b7e278f233ac800316f,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001054_F03
RSELF_00001054_F04,roll_self,sd300c,4,00001054,4,00001054,4,right,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_04.png,sd300c/images/2000/png/roll/00001054_roll_2000_04.png,63b5b2c3ca53bc4378ab24c6f7b32b9960111a0b18655cccd394fb4401306712,63b5b2c3ca53bc4378ab24c6f7b32b9960111a0b18655cccd394fb4401306712,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001054_F04
RSELF_00001054_F05,roll_self,sd300c,4,00001054,4,00001054,5,right,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_05.png,sd300c/images/2000/png/roll/00001054_roll_2000_05.png,cdc8ea147cbf5d4beea194efea1ebbbef2ec3fc66c6d6689a5b7c387cde7acc4,cdc8ea147cbf5d4beea194efea1ebbbef2ec3fc66c6d6689a5b7c387cde7acc4,5,5,valid_core_candidate,valid_core_candidate,valid,G_00001054_F05
RSELF_00001054_F06,roll_self,sd300c,4,00001054,4,00001054,6,left,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_06.png,sd300c/images/2000/png/roll/00001054_roll_2000_06.png,a277d7e2bea0c410dba990d9de53aeef074e399ab93eda877a4c39bbc3a7cc9a,a277d7e2bea0c410dba990d9de53aeef074e399ab93eda877a4c39bbc3a7cc9a,6,6,valid_core_candidate,valid_core_candidate,valid,G_00001054_F06
RSELF_00001054_F07,roll_self,sd300c,4,00001054,4,00001054,7,left,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_07.png,sd300c/images/2000/png/roll/00001054_roll_2000_07.png,7f33d980074fd216543177f2c60fbc1bed52e4de059bfd4b49e30a6dcb03fe2f,7f33d980074fd216543177f2c60fbc1bed52e4de059bfd4b49e30a6dcb03fe2f,7,7,valid_core_candidate,valid_core_candidate,challenge,G_00001054_F07
RSELF_00001054_F08,roll_self,sd300c,4,00001054,4,00001054,8,left,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_08.png,sd300c/images/2000/png/roll/00001054_roll_2000_08.png,06160d3e4b5f68ab30ca35b48e0257d372a5882c4fb7448144f642706d53df6b,06160d3e4b5f68ab30ca35b48e0257d372a5882c4fb7448144f642706d53df6b,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001054_F08
RSELF_00001054_F09,roll_self,sd300c,4,00001054,4,00001054,9,left,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_09.png,sd300c/images/2000/png/roll/00001054_roll_2000_09.png,b155e638b825c17ab8486283156d794064a3ff896cf59bfa7f3d7d4215c05b7b,b155e638b825c17ab8486283156d794064a3ff896cf59bfa7f3d7d4215c05b7b,9,9,valid_core_candidate,valid_core_candidate,valid,G_00001054_F09
RSELF_00001054_F10,roll_self,sd300c,4,00001054,4,00001054,10,left,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001054_roll_2000_10.png,sd300c/images/2000/png/roll/00001054_roll_2000_10.png,41d617dbbe350ebacd963ca07b85092f22a42dc20368fadbad60fa97f48d3dcf,41d617dbbe350ebacd963ca07b85092f22a42dc20368fadbad60fa97f48d3dcf,10,10,valid_core_candidate,valid_core_candidate,valid,G_00001054_F10
RSELF_00001082_F01,roll_self,sd300c,5,00001082,5,00001082,1,right,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_01.png,sd300c/images/2000/png/roll/00001082_roll_2000_01.png,0c099d7f1eb9cedbd98703a473b3f3766a611104be37f8876cda295ea5c61a60,0c099d7f1eb9cedbd98703a473b3f3766a611104be37f8876cda295ea5c61a60,1,1,valid_core_candidate,valid_core_candidate,valid,G_00001082_F01
RSELF_00001082_F02,roll_self,sd300c,5,00001082,5,00001082,2,right,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_02.png,sd300c/images/2000/png/roll/00001082_roll_2000_02.png,a15f3d0496f87dd14492e474b34b24d7f2b851bacd5c2ebefe172be11660c85a,a15f3d0496f87dd14492e474b34b24d7f2b851bacd5c2ebefe172be11660c85a,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001082_F02
RSELF_00001082_F03,roll_self,sd300c,5,00001082,5,00001082,3,right,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_03.png,sd300c/images/2000/png/roll/00001082_roll_2000_03.png,ae39c7f7316f91060b6a8f77864a52b5e5a71c4b38f1d974c07496ea244d4bf4,ae39c7f7316f91060b6a8f77864a52b5e5a71c4b38f1d974c07496ea244d4bf4,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001082_F03
RSELF_00001082_F04,roll_self,sd300c,5,00001082,5,00001082,4,right,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_04.png,sd300c/images/2000/png/roll/00001082_roll_2000_04.png,3e1e0d96a2889d845fe616f2642ecf9f55f4eedb4d9f8721c633451290f924b6,3e1e0d96a2889d845fe616f2642ecf9f55f4eedb4d9f8721c633451290f924b6,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001082_F04
RSELF_00001082_F05,roll_self,sd300c,5,00001082,5,00001082,5,right,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_05.png,sd300c/images/2000/png/roll/00001082_roll_2000_05.png,49fefc090d8260403fb93deda32765852c2ac39ce15a99426a50cdffd774408c,49fefc090d8260403fb93deda32765852c2ac39ce15a99426a50cdffd774408c,5,5,valid_core_candidate,valid_core_candidate,challenge,G_00001082_F05
RSELF_00001082_F06,roll_self,sd300c,5,00001082,5,00001082,6,left,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_06.png,sd300c/images/2000/png/roll/00001082_roll_2000_06.png,5f30d96362b1545aa5f1be3da848f84d022110ac2a776fe96f7f4359b0f30681,5f30d96362b1545aa5f1be3da848f84d022110ac2a776fe96f7f4359b0f30681,6,6,valid_core_candidate,valid_core_candidate,valid,G_00001082_F06
RSELF_00001082_F07,roll_self,sd300c,5,00001082,5,00001082,7,left,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_07.png,sd300c/images/2000/png/roll/00001082_roll_2000_07.png,2b3d8b0051d1b86ac6c4f464e7cc409c5e80395c683839db9866f9a1da242a27,2b3d8b0051d1b86ac6c4f464e7cc409c5e80395c683839db9866f9a1da242a27,7,7,valid_core_candidate,valid_core_candidate,valid,G_00001082_F07
RSELF_00001082_F08,roll_self,sd300c,5,00001082,5,00001082,8,left,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_08.png,sd300c/images/2000/png/roll/00001082_roll_2000_08.png,bd0f5e7128b39a5f7d4b6366302ff2219415431da8674054581dfd17e0e6ecc3,bd0f5e7128b39a5f7d4b6366302ff2219415431da8674054581dfd17e0e6ecc3,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001082_F08
RSELF_00001082_F09,roll_self,sd300c,5,00001082,5,00001082,9,left,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_09.png,sd300c/images/2000/png/roll/00001082_roll_2000_09.png,8fc58312340a3a306fb6f600c1fde164546db5cbdf64733661f489cc646f2b3b,8fc58312340a3a306fb6f600c1fde164546db5cbdf64733661f489cc646f2b3b,9,9,valid_core_candidate,valid_core_candidate,valid,G_00001082_F09
RSELF_00001082_F10,roll_self,sd300c,5,00001082,5,00001082,10,left,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001082_roll_2000_10.png,sd300c/images/2000/png/roll/00001082_roll_2000_10.png,af28ed04d90293d61e76d9b65ef5bb890f4b8e184e923512f33dd3e45d11018e,af28ed04d90293d61e76d9b65ef5bb890f4b8e184e923512f33dd3e45d11018e,10,10,valid_core_candidate,valid_core_candidate,valid,G_00001082_F10
RSELF_00001095_F01,roll_self,sd300c,6,00001095,6,00001095,1,right,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001095_roll_2000_01.png,sd300c/images/2000/png/roll/00001095_roll_2000_01.png,37789502175598c3e338560a52e0ba4c4553213127c962a989d8569492b44051,37789502175598c3e338560a52e0ba4c4553213127c962a989d8569492b44051,1,1,valid_core_candidate,valid_core_candidate,valid,G_00001095_F01
RSELF_00001095_F02,roll_self,sd300c,6,00001095,6,00001095,2,right,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001095_roll_2000_02.png,sd300c/images/2000/png/roll/00001095_roll_2000_02.png,6a49b25cd24aa7353c12b5d4a1408198b3ba0efe863b0a6163f32bcc6b79f95f,6a49b25cd24aa7353c12b5d4a1408198b3ba0efe863b0a6163f32bcc6b79f95f,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001095_F02
RSELF_00001095_F03,roll_self,sd300c,6,00001095,6,00001095,3,right,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001095_roll_2000_03.png,sd300c/images/2000/png/roll/00001095_roll_2000_03.png,bd555b794d342e616f15873aa12cec85ab2eface50b7f11f8e0148c8995d7bdb,bd555b794d342e616f15873aa12cec85ab2eface50b7f11f8e0148c8995d7bdb,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001095_F03
RSELF_00001095_F04,roll_self,sd300c,6,00001095,6,00001095,4,right,ring,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001095_roll_2000_04.png,sd300c/images/2000/png/roll/00001095_roll_2000_04.png,3cdcfd4c17213e7b752a692e28302f289247d0b9460be34e5c8e055409b9c62e,3cdcfd4c17213e7b752a692e28302f289247d0b9460be34e5c8e055409b9c62e,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001095_F04
RSELF_00001095_F05,roll_self,sd300c,6,00001095,6,00001095,5,right,little,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001095_roll_2000_05.png,sd300c/images/2000/png/roll/00001095_roll_2000_05.png,6630e384380b3ef9558ab364e86c21ab99cf07a38f61a90ebcc3f834b6111ff4,6630e384380b3ef9558ab364e86c21ab99cf07a38f61a90ebcc3f834b6111ff4,5,5,valid_core_candidate,valid_core_candidate,valid,G_00001095_F05
RSELF_00001095_F06,roll_self,sd300c,6,00001095,6,00001095,6,left,thumb,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001095_roll_2000_06.png,sd300c/images/2000/png/roll/00001095_roll_2000_06.png,cbc58c1e2f56a32a59d8a1ee771e4d9699f297bfe80e72779856ee114a3cd16e,cbc58c1e2f56a32a59d8a1ee771e4d9699f297bfe80e72779856ee114a3cd16e,6,6,valid_core_candidate,valid_core_candidate,valid,G_00001095_F06
RSELF_00001095_F07,roll_self,sd300c,6,00001095,6,00001095,7,left,index,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001095_roll_2000_07.png,sd300c/images/2000/png/roll/00001095_roll_2000_07.png,db4d0e7aa3b0d99071ed1c0e53c983452d27a81546dab2054561901c10a8d6c3,db4d0e7aa3b0d99071ed1c0e53c983452d27a81546dab2054561901c10a8d6c3,7,7,valid_core_candidate,valid_core_candidate,valid,G_00001095_F07
RSELF_00001095_F08,roll_self,sd300c,6,00001095,6,00001095,8,left,middle,ROLL,ROLL,2000,2000,sd300c/images/2000/png/roll/00001095_roll_2000_08.png,sd300c/images/2000/png/roll/00001095_roll_2000_08.png,f244459f0fc08af8609509da10ce796de9323c602c715236c0f0a12a5305e9d8,f244459f0fc08af8609509da10ce796de9323c602c715236c0f0a12a5305e9d8,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001095_F08
