pair_id,comparison_kind,dataset_release,subject_index_a,subject_id_a,subject_index_b,subject_id_b,canonical_finger,hand,finger_name,capture_type_a,capture_type_b,nominal_ppi_a,nominal_ppi_b,relative_path_a,relative_path_b,sha256_a,sha256_b,source_frgp_a,source_frgp_b,image_status_a,image_status_b,pair_status,source_pair_id
GEN_00001018_F01,plain_roll_genuine,sd300b,2,00001018,2,00001018,1,right,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_11.png,sd300b/images/1000/png/roll/00001018_roll_1000_01.png,323065e994496fe6644fb79d3845173e47e8fd6fd6f8006803f22114f7376c33,bf0ed6a7c712937a9b1d9e95d7c7f5685a51dbb6114abfc46d1a7e1e96341c65,11,1,valid_core_candidate,valid_core_candidate,valid,G_00001018_F01
GEN_00001018_F02,plain_roll_genuine,sd300b,2,00001018,2,00001018,2,right,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_02.png,sd300b/images/1000/png/roll/00001018_roll_1000_02.png,8f614df5fa9aae430b49348faa3a841f10bd091bb27d80ed3b711bddd359734d,f583b6e71213eaa0622f6264d1402a5d170d5538e939a3d2a8807e6c30cb7902,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001018_F02
GEN_00001018_F03,plain_roll_genuine,sd300b,2,00001018,2,00001018,3,right,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_03.png,sd300b/images/1000/png/roll/00001018_roll_1000_03.png,1ed96ff517b2ee9e74e9960b05e76824b34a4081354c9388cbe787fdcdf5a611,f112557c56581621e31cffea9c8ff53dee8be8e53ef5379e4e23ffd3ad9d39cd,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001018_F03
GEN_00001018_F04,plain_roll_genuine,sd300b,2,00001018,2,00001018,4,right,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_04.png,sd300b/images/1000/png/roll/00001018_roll_1000_04.png,c2b54bfd26d95ba6f43f217d2c57eb3e4f7a62874966f009f34d60e473ed8d0c,216578c014f9cb1b0a361ae8bd404c96e4d3064e208a1324c8661ee075354ba8,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001018_F04
GEN_00001018_F05,plain_roll_genuine,sd300b,2,00001018,2,00001018,5,right,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_05.png,sd300b/images/1000/png/roll/00001018_roll_1000_05.png,4511857b7da8040b704d6c15e0444062980f56273d89c16f85dd1e6e2aef81ee,aa2e13842d479426d89d62d7cb508473c2b4eb8dd5f7e682319d11d28c539011,5,5,valid_core_candidate,valid_core_candidate,valid,G_00001018_F05
GEN_00001018_F06,plain_roll_genuine,sd300b,2,00001018,2,00001018,6,left,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_12.png,sd300b/images/1000/png/roll/00001018_roll_1000_06.png,375af1ca7cdcf41cbd655a83ba269d452f0797f8465a2c400401f337f549f2fa,e31768e5f14e6a00cbeac41a1595e070e51ffc45b4d34af61be272b57434e2f3,12,6,valid_core_candidate,valid_core_candidate,valid,G_00001018_F06
GEN_00001018_F07,plain_roll_genuine,sd300b,2,00001018,2,00001018,7,left,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_07.png,sd300b/images/1000/png/roll/00001018_roll_1000_07.png,4c42bd3b313e5f25d15aeb8b717a1aa11e19e1b409cdb1beed7091f3b2844054,35ebd43453efbf6e0989018618a00fce78b9046b6b6feb9ea3647ca56eb83b86,7,7,valid_core_candidate,valid_core_candidate,valid,G_00001018_F07
GEN_00001018_F08,plain_roll_genuine,sd300b,2,00001018,2,00001018,8,left,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_08.png,sd300b/images/1000/png/roll/00001018_roll_1000_08.png,a29d85b2836f23430caa82153314f58c882b1cfe0a5df1f1b61d143f822faab6,27062abaffcdb794fe7072ebd015770b8a60da929fd2cea3f7c29b9509230618,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001018_F08
GEN_00001018_F09,plain_roll_genuine,sd300b,2,00001018,2,00001018,9,left,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_09.png,sd300b/images/1000/png/roll/00001018_roll_1000_09.png,aec6e5a92a4a3bd57252f65974edf11ca8b6948ee2fcf33df6038e2c2c471cde,9dc5dff7f4121cfa3bc96d4b2f6c74f4f22c027c82de47ce904693ddfb27036a,9,9,valid_core_candidate,valid_core_candidate,valid,G_00001018_F09
GEN_00001018_F10,plain_roll_genuine,sd300b,2,00001018,2,00001018,10,left,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001018_plain_1000_10.png,sd300b/images/1000/png/roll/00001018_roll_1000_10.png,1467bd1140b16f7fcdd65c48b0860e3a71ba98bc99ee0eff1cac0023bbb4c23b,7045f4b4fe43f00a450b1b062003feec52a67a48ac6b120090cfde1faaeaf6a5,10,10,valid_core_candidate,valid_core_candidate,valid,G_00001018_F10
GEN_00001020_F01,plain_roll_genuine,sd300b,3,00001020,3,00001020,1,right,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_11.png,sd300b/images/1000/png/roll/00001020_roll_1000_01.png,a93334f27e82a96998d38fd1f2eabea6507230177264abd80ede56e4211e9b20,886454642513b049cf498375b6e9a146a32a8113970a6136999de89a2180e367,11,1,valid_core_candidate,valid_core_candidate,valid,G_00001020_F01
GEN_00001020_F02,plain_roll_genuine,sd300b,3,00001020,3,00001020,2,right,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_02.png,sd300b/images/1000/png/roll/00001020_roll_1000_02.png,76dd6fe27539784aca409a4bae6ab117f5ab4f5f1fe368d3475afe873912772d,1e45cf64a7f1130ae65004239b236628a397812c93ee8c185a9e111575b4ad08,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001020_F02
GEN_00001020_F03,plain_roll_genuine,sd300b,3,00001020,3,00001020,3,right,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_03.png,sd300b/images/1000/png/roll/00001020_roll_1000_03.png,8d0edae8049b9ef5f49f92a1e8991f92c635dff5d57074614d9c7b2798c460da,2c6a9b350cf16058dda19ca71993f00abe1bb9c16d0ec86d7635ed2202c3487c,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001020_F03
GEN_00001020_F04,plain_roll_genuine,sd300b,3,00001020,3,00001020,4,right,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_04.png,sd300b/images/1000/png/roll/00001020_roll_1000_04.png,a45aa5def4667806f87ecb90560c4f8c284de2998da8a9954987816c218308c1,9ce0db61272d7a11629d026e7789bb3ac93ceba831c4f89b56a21a3f26582d93,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001020_F04
GEN_00001020_F05,plain_roll_genuine,sd300b,3,00001020,3,00001020,5,right,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_05.png,sd300b/images/1000/png/roll/00001020_roll_1000_05.png,fa4af4689fa33c82c8dd0dae6519bdecde5b464fb72582de40f0ebf9221f99d0,6e62a4934748fc0cf85057a37961b0740c03f5964671a18a8f3ea614cb9b97e9,5,5,valid_core_candidate,valid_core_candidate,valid,G_00001020_F05
GEN_00001020_F06,plain_roll_genuine,sd300b,3,00001020,3,00001020,6,left,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_12.png,sd300b/images/1000/png/roll/00001020_roll_1000_06.png,5f6842858e9f62125bb97a34876f5658c09129b4e3a3ed15323d2cc06d287231,33106ea1d9cb672ee15ed30d0442825d24d7594c4fecc2d1b5cb6c8108cd11c4,12,6,valid_core_candidate,valid_core_candidate,valid,G_00001020_F06
GEN_00001020_F07,plain_roll_genuine,sd300b,3,00001020,3,00001020,7,left,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_07.png,sd300b/images/1000/png/roll/00001020_roll_1000_07.png,1f9fad417431c58ad28b412ae7b49312cd6b63725c4a0a974be671edef3b94ca,2be90c6c06c290bbce743a3ee01e08560f44a6e7cdf02d031aec924ee8a05b40,7,7,valid_core_candidate,valid_core_candidate,valid,G_00001020_F07
GEN_00001020_F08,plain_roll_genuine,sd300b,3,00001020,3,00001020,8,left,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_08.png,sd300b/images/1000/png/roll/00001020_roll_1000_08.png,d06a11c9b5c43d21ed3303b91c8d33984b344222c6aea84975d11095b192e265,f4c4006675bd0e74568710d8801517f029962f5310ba9670e07e1f1f9bde59c4,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001020_F08
GEN_00001020_F09,plain_roll_genuine,sd300b,3,00001020,3,00001020,9,left,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_09.png,sd300b/images/1000/png/roll/00001020_roll_1000_09.png,8013f8b87dc95fe66aa5e5264fe7d4b7476174285711b29404e4c01e5ed9d18f,5c99d342e7a7eb6c778be544bee3afb884d6485fe98942569a8b8fce34b643b3,9,9,valid_core_candidate,valid_core_candidate,valid,G_00001020_F09
GEN_00001020_F10,plain_roll_genuine,sd300b,3,00001020,3,00001020,10,left,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001020_plain_1000_10.png,sd300b/images/1000/png/roll/00001020_roll_1000_10.png,23e63548e1f72270a7ea159fff123eb50cde0c8841ef58bd9111d11abf59175a,a82061d859b6d751aabbe860e2e0dca6046e81a4e53a0a368c141b99ae572e46,10,10,valid_core_candidate,valid_core_candidate,valid,G_00001020_F10
GEN_00001054_F01,plain_roll_genuine,sd300b,4,00001054,4,00001054,1,right,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_11.png,sd300b/images/1000/png/roll/00001054_roll_1000_01.png,26700d06c63a6a638594bdc2de95a0ecf3360bba9545584d488e54c8cb52be71,052411cf4d7af792446dc3aa6c8d33b3fb283fa657725ea71864d1bfb21a5a18,11,1,valid_core_candidate,valid_core_candidate,valid,G_00001054_F01
GEN_00001054_F02,plain_roll_genuine,sd300b,4,00001054,4,00001054,2,right,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_02.png,sd300b/images/1000/png/roll/00001054_roll_1000_02.png,034dd7dc2847f68370e5fcaed36b3f6761f441b1dc09d3db92cc2d22bc29c191,fe699d422329f5febe39d2305a30c1e10c1b5d2f53324364fa258005b0190865,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001054_F02
GEN_00001054_F03,plain_roll_genuine,sd300b,4,00001054,4,00001054,3,right,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_03.png,sd300b/images/1000/png/roll/00001054_roll_1000_03.png,6197ca0c5243513968605a428d848720a7a0f238d422660a802de739a51d088f,5802a0d6c89f8c33b2479e4d0e7629c36463ceb2c5c9290dc5b606503c7b875a,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001054_F03
GEN_00001054_F04,plain_roll_genuine,sd300b,4,00001054,4,00001054,4,right,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_04.png,sd300b/images/1000/png/roll/00001054_roll_1000_04.png,9cc3161138c0bb6994adf85ea5c2543c3a4ff774f05161e614445e0f6a598a57,19c8074956eaa34c3d1c8dcae0b920c85563af48270d0a349ffa4f7038c648cd,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001054_F04
GEN_00001054_F05,plain_roll_genuine,sd300b,4,00001054,4,00001054,5,right,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_05.png,sd300b/images/1000/png/roll/00001054_roll_1000_05.png,24bc47f9f0bc1b7afbd05a5e665869c2f84cca4c75c71b6766d8928730f0cf69,979b283d06cdc2d9993ff4304ab8f391be4d75a8660efeb75c80818c3325ce65,5,5,valid_core_candidate,valid_core_candidate,valid,G_00001054_F05
GEN_00001054_F06,plain_roll_genuine,sd300b,4,00001054,4,00001054,6,left,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_12.png,sd300b/images/1000/png/roll/00001054_roll_1000_06.png,7433a2e260a932c0f33488d2246aa9e5b63140416f273484251becb6e644c9eb,0ce2f4cae80b066a45db69e27d337e3bc93735a545b3aa0fdbd33ec8262aaa42,12,6,valid_core_candidate,valid_core_candidate,valid,G_00001054_F06
GEN_00001054_F07,plain_roll_genuine,sd300b,4,00001054,4,00001054,7,left,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_07.png,sd300b/images/1000/png/roll/00001054_roll_1000_07.png,bc9bb058cf70cd23869555cd3909856dd625e2e3c6623cb8d2d4a1283abff185,61b8c34dba6999cc035b202180b2444405b4df6ef7e1ab2d5c401e7ac3efd770,7,7,challenge,valid_core_candidate,challenge,G_00001054_F07
GEN_00001054_F08,plain_roll_genuine,sd300b,4,00001054,4,00001054,8,left,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_08.png,sd300b/images/1000/png/roll/00001054_roll_1000_08.png,0340986725e4f2036ad51147318f43e67c8c3bb10aa2b01dbdfb1e4f2775b969,7c20849ad29ddcfbca1a42eb47116abeff2c6c06d43be40703f9e45e729429c0,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001054_F08
GEN_00001054_F09,plain_roll_genuine,sd300b,4,00001054,4,00001054,9,left,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_09.png,sd300b/images/1000/png/roll/00001054_roll_1000_09.png,958241727a829c44177e55d1aeca64482163c9ef48d75ca5e6db460118efc7bf,30e03a3c837c2e53970890de649f8830e6b6333cbd5fc9cef406205cf797177d,9,9,valid_core_candidate,valid_core_candidate,valid,G_00001054_F09
GEN_00001054_F10,plain_roll_genuine,sd300b,4,00001054,4,00001054,10,left,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001054_plain_1000_10.png,sd300b/images/1000/png/roll/00001054_roll_1000_10.png,c25bde561f58f16e91fb038a2a7cc5463c8f084ac8897b18ece5f4215c83230c,a810c33bc44e550bc2c7ff7c30d9f3ca28752e8e601c8d87398dc62a111f0a82,10,10,valid_core_candidate,valid_core_candidate,valid,G_00001054_F10
GEN_00001082_F01,plain_roll_genuine,sd300b,5,00001082,5,00001082,1,right,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_11.png,sd300b/images/1000/png/roll/00001082_roll_1000_01.png,6d10abe1d56f0aadcd2c559efa220266f513a415a7c2b16cf0b8dd38f20ea6dc,24189412f488571476400b0131f763fced9cc6162e7469f46d2bdb83f720f0e7,11,1,valid_core_candidate,valid_core_candidate,valid,G_00001082_F01
GEN_00001082_F02,plain_roll_genuine,sd300b,5,00001082,5,00001082,2,right,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_02.png,sd300b/images/1000/png/roll/00001082_roll_1000_02.png,d115b88bad55a6c5477235bd3e70bbd7cc8395c5d2f60e82a9ec9e9aa3a7fe09,4b4956622151be5b7759e619ef9934d96594ceecdb26b092ad5026b28e46e0ab,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001082_F02
GEN_00001082_F03,plain_roll_genuine,sd300b,5,00001082,5,00001082,3,right,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_03.png,sd300b/images/1000/png/roll/00001082_roll_1000_03.png,be384908b08a8554250e529324a7afcdacdeff80dc2dbcd4fc1c2c4696bc078c,2af63c0b7ff8853b1215bcf0170ef132a8eda80c03d4430e24bc1dae742acf63,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001082_F03
GEN_00001082_F04,plain_roll_genuine,sd300b,5,00001082,5,00001082,4,right,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_04.png,sd300b/images/1000/png/roll/00001082_roll_1000_04.png,6e44bd32ecde00ee7a39f2360668a004bf8c4ff8a4254ddb4be96acd32671e97,e567338f67f310fe8bcd3ed4272aeed8f2d2ae2ddb3f7b080ab2be08496f3881,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001082_F04
GEN_00001082_F05,plain_roll_genuine,sd300b,5,00001082,5,00001082,5,right,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_05.png,sd300b/images/1000/png/roll/00001082_roll_1000_05.png,b00b7b1a1843de4e67f4a0f2bd1c4a9b9464faabd78739b8c03c7c30c19f13e0,a7dc7bef379625ece1b03cf5091eaa664408ed7ce23f7c26473b9abeb9dafda8,5,5,challenge,valid_core_candidate,challenge,G_00001082_F05
GEN_00001082_F06,plain_roll_genuine,sd300b,5,00001082,5,00001082,6,left,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_12.png,sd300b/images/1000/png/roll/00001082_roll_1000_06.png,ab9c50a8c6f61591e74435ad74d96b9abbcaefa81bccfd8601523771de401853,4729fa95a5b4e4408f952fa07ed7f80d4c2b97141f5503c05284a836a1bb8b5e,12,6,valid_core_candidate,valid_core_candidate,valid,G_00001082_F06
GEN_00001082_F07,plain_roll_genuine,sd300b,5,00001082,5,00001082,7,left,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_07.png,sd300b/images/1000/png/roll/00001082_roll_1000_07.png,462232dde38de557b6ae39a123071cc7864426fe3a1716488a6f3fce7f4d9997,dd7fe358506eaa42b398a7ae7888cf9654eee25ec92bd7fa32c78719dc9ded20,7,7,valid_core_candidate,valid_core_candidate,valid,G_00001082_F07
GEN_00001082_F08,plain_roll_genuine,sd300b,5,00001082,5,00001082,8,left,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_08.png,sd300b/images/1000/png/roll/00001082_roll_1000_08.png,c6d5a56b21ebb7e1e5f253e892d8ef14cbad85e39bf51462a636e635ff36f271,079b77c8331af2f235570243f29c76105d7ef203461f615650a5050ac4816d60,8,8,valid_core_candidate,valid_core_candidate,valid,G_00001082_F08
GEN_00001082_F09,plain_roll_genuine,sd300b,5,00001082,5,00001082,9,left,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_09.png,sd300b/images/1000/png/roll/00001082_roll_1000_09.png,629dd1f67862ddc078dcd0a1202fa2c42b096c98d723b5668ca1a82dae9cde2d,0a5a8a8e28590ba13a60873d6fb00646d02334bec402251671e6a7227b21b406,9,9,valid_core_candidate,valid_core_candidate,valid,G_00001082_F09
GEN_00001082_F10,plain_roll_genuine,sd300b,5,00001082,5,00001082,10,left,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001082_plain_1000_10.png,sd300b/images/1000/png/roll/00001082_roll_1000_10.png,b3a62fca615b654cce42f7dbe2745760715df62a9ee688c35d0ed02f97fa2297,18fa3c613436d7601ec833b653552ab4b8f7e12626c70ace34ec40e8b2ea55a4,10,10,valid_core_candidate,valid_core_candidate,valid,G_00001082_F10
GEN_00001095_F01,plain_roll_genuine,sd300b,6,00001095,6,00001095,1,right,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001095_plain_1000_11.png,sd300b/images/1000/png/roll/00001095_roll_1000_01.png,055f56b68e7c3f78ead3bd1afe514a2d7e485d3184b635b0f68aff84884f8a0e,3f76bb8356942706a234c7fcff3e5ebb5a3de8700aa53ddf42b45332cb02f42f,11,1,valid_core_candidate,valid_core_candidate,valid,G_00001095_F01
GEN_00001095_F02,plain_roll_genuine,sd300b,6,00001095,6,00001095,2,right,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001095_plain_1000_02.png,sd300b/images/1000/png/roll/00001095_roll_1000_02.png,939d742dbd191e75489d9c0a5535293486cbc4538f7c6cb098265cf5d64093cc,41f0df8323bd1165f1189483ff36500e0ffe973234b58707d777dc55a2f26f58,2,2,valid_core_candidate,valid_core_candidate,valid,G_00001095_F02
GEN_00001095_F03,plain_roll_genuine,sd300b,6,00001095,6,00001095,3,right,middle,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001095_plain_1000_03.png,sd300b/images/1000/png/roll/00001095_roll_1000_03.png,647d267def7722e0d79c5f8c30c0628c973a7a9c9960e0e6b497d9c9f0f31134,21116af1ed9c8ed6888e626360a28676c5f286223d43cd68cdf3da5f01e00460,3,3,valid_core_candidate,valid_core_candidate,valid,G_00001095_F03
GEN_00001095_F04,plain_roll_genuine,sd300b,6,00001095,6,00001095,4,right,ring,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001095_plain_1000_04.png,sd300b/images/1000/png/roll/00001095_roll_1000_04.png,7e55482c5947e533c9d1f6f08c63edf6f0d005f774be38c36e03a66587b219c3,63e9a477313b75a01f8b6e98978f21896c008940c395ed7f48c213da3d21dc8c,4,4,valid_core_candidate,valid_core_candidate,valid,G_00001095_F04
GEN_00001095_F05,plain_roll_genuine,sd300b,6,00001095,6,00001095,5,right,little,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001095_plain_1000_05.png,sd300b/images/1000/png/roll/00001095_roll_1000_05.png,81da283007966112fee77697bbf9baded74ec93c977778c611d48c9201b9b3c8,3231705b3f01ce43051357260ed6c122b6f23b55ebed3dda55a046aa3475e35f,5,5,valid_core_candidate,valid_core_candidate,valid,G_00001095_F05
GEN_00001095_F06,plain_roll_genuine,sd300b,6,00001095,6,00001095,6,left,thumb,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001095_plain_1000_12.png,sd300b/images/1000/png/roll/00001095_roll_1000_06.png,5ebe18607ebf4e0f3284d2b515fff7192f0e571c830eda416637958c1be8e473,acdceae8f27ab26a5b399fc10e17f4a91a8cea8c640c0d0887ee5247ae4e9c14,12,6,valid_core_candidate,valid_core_candidate,valid,G_00001095_F06
GEN_00001095_F07,plain_roll_genuine,sd300b,6,00001095,6,00001095,7,left,index,PLAIN,ROLL,1000,1000,sd300b/images/1000/png/plain/00001095_plain_1000_07.png,sd300b/images/1000/png/roll/00001095_roll_1000_07.png,f530c790c0ba9096c4fea7730ce45bc6061b375953fd5d12468168cc56bcb392,47691791b91d66a98e6c98255a33ca2988a5f31ca15a2a1b3da125600718aa31,7,7,valid_core_candidate,valid_core_candidate,valid,G_00001095_F07
